,_q,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,Flag1,RAJ2000,DEJ2000,Dist,z,Bmag,BMAG,Jmag,Hmag,Kmag,Flag2,Flag3
132,871,,---,---,---,114747.73+621718.6,Q,176.948900333,62.2885053267,28426.370788,3.20817041397,,,,,,1,0
133,874,,---,1993103,13431132+3221213,---,G,205.79718,32.35593,776.247,0.16151990076,18.11,-21.34,15.257,14.465,14.091,2,0
134,875,,---,2085734,---,---,G,199.644,36.7228,,,18.85,,,,,0,0
135,879,,---,1502566,14075988+1610308,---,G,211.999512,16.175224,548.278146809,0.117436,17.559,-21.136,14.697,13.939,13.441,1,0
136,900,38537,ESO505-019,ESO505-019,12081932-2718334,---,G,182.080505,-27.309301,93.9746541656,0.021626,14.649,-20.2161,13.584,12.888,12.748,1,1
137,905,,---,---,12143593-2508217,---,G,183.649734,-25.13937,751.6296951,0.156864,18.102,-21.278,15.391,14.482,13.918,1,0
138,936,,---,802307,---,---,G,182.176,-23.30721,,,17.81,,,,,0,0
139,955,,---,---,10072640-2701047,---,G,151.860016,-27.017994,775.679941474,0.161413,18.228,-21.2204,15.347,14.584,13.88,1,0
140,998,,---,---,12082976-2320033,---,G,182.124039,-23.334251,600.073716783,0.127651,17.636,-21.255,15.35,14.501,13.917,1,0
0,19,,---,794352,12085444-2401564,---,G,182.226868,-24.032349,305.241512922,0.067697,16.938,-20.4852,14.29,13.449,13.07,1,0
1,26,,---,---,12082976-2320033,---,G,182.124039,-23.334251,600.073716783,0.127651,17.636,-21.255,15.35,14.501,13.917,1,0
2,55,,---,804367,---,---,G,188.349,-23.1363,,,17.48,,,,,0,0
3,74,,---,783263,12191785-2502342,---,G,184.824402,-25.042847,339.979253258,0.075005,17.355,-20.3023,14.624,14.038,13.459,1,0
4,111,,---,808447,---,---,G,185.259,-22.81845,,,17.79,,,,,0,0
5,143,,---,783263,12191785-2502342,---,G,184.824402,-25.042847,339.979253258,0.075005,17.355,-20.3023,14.624,14.038,13.459,1,0
6,147,,---,802183,12082592-2319063,---,G,182.108017,-23.318417,302.574747609,0.067133,15.906,-21.4982,13.304,12.661,12.213,1,0
7,158,,---,3081973,12125457-2227496,---,G,183.227402,-22.463795,198.637114697,0.044918,15.659,-20.8313,13.475,12.818,12.485,1,1
8,159,,---,---,12142147-2319421,---,G,183.589478,-23.328377,,,,,15.383,,14.339,0,0
9,189,,---,6dFJ1214526-230816,---,---,G,183.719,-23.13789,,,,,,,,0,0
10,194,,---,819457,---,---,G,188.625,-22.08625,,,17.55,,,,,0,0
11,244,,---,183405,12530315-2741279,---,G,193.263138,-27.691097,329.609905799,0.072831,15.534,-22.056,13.001,12.256,11.781,1,0
12,253,,---,---,13013650-2617172,---,G,195.4021,-26.288126,289.238474291,0.064306,16.581,-20.7253,14.106,13.292,13.018,1,0
13,273,,---,766059,12583214-2636159,---,G,194.633926,-26.604418,355.186476997,0.078182,16.588,-21.1643,14.658,13.956,13.531,1,0
14,292,43703,ESO575-017,ESO575-017,12524015-2211340,---,G,193.167313,-22.192801,51.1149033305,0.027225,14.617,-18.9257,12.715,12.053,11.731,3,1
15,317,,---,780667,12420580-2517038,---,G,190.5242,-25.28441,351.456550593,0.077404,16.582,-21.1474,13.78,13.078,12.705,1,0
16,332,,---,---,12595062-2539569,---,G,194.960953,-25.665817,378.104741562,0.082945,17.66,-20.2281,15.005,14.181,13.901,1,0
17,335,,---,---,12420656-2051113,---,G,190.527344,-20.853165,,,,,15.781,,14.285,0,0
18,379,,---,751916,12183670-2738450,---,G,184.652954,-27.645851,411.115298861,0.089754,17.352,-20.7178,14.718,13.923,13.67,1,0
19,401,,---,---,12072690-2342300,---,G,181.862122,-23.708345,828.743965643,0.171371,17.888,-21.7041,14.722,14.129,13.671,1,0
20,416,,---,851957,12542885-1940525,---,G,193.620239,-19.681269,968.975701879,0.197194,18.16,-21.7716,14.875,14.472,13.446,1,0
21,419,,---,853621,---,---,G,193.935,-19.5562,,,17.93,,,,,0,0
22,445,,---,748528,12530774-2753069,---,G,193.282257,-27.885265,389.261553197,0.085253,16.358,-21.5932,13.854,13.048,12.539,1,0
23,490,,---,863775,12551921-1847010,---,G,193.830048,-18.783621,577.681144829,0.12325,17.791,-21.0174,15.014,14.087,13.525,1,0
24,490,,---,863686,---,---,G,193.86,-18.78952,,,17.95,,,,,0,0
25,526,,---,841060,12463071-2029127,---,G,191.627975,-20.486868,362.946201799,0.079798,16.978,-20.8212,14.025,13.286,12.812,1,0
26,531,,---,849511,12543006-1951405,---,G,193.625259,-19.861267,709.506050204,0.148841,17.829,-21.4258,15.027,14.273,13.63,1,0
27,606,,---,---,13155937-1941080,---,G,198.997391,-19.685574,,,,,15.682,,14.207,0,0
28,623,,---,SDSSJ131732.54+171639.1,---,---,G,199.386,17.27754,755.092,0.15752023876,18.21,-21.18,,,,2,0
29,626,,---,SDSSJ134042.66+113106.1,---,---,G,205.178,11.51834,616.595,0.130883615442,,,,,,2,0
30,627,,---,---,13515295+1401226,---,G,207.970657,14.022972,604.774539578,0.128572,17.803,-21.105,15.336,14.405,13.786,1,0
31,630,,---,SDSSJ142520.28+080228.2,---,---,G,216.334,8.04119,1096.48,0.220101530051,,,,,,2,0
32,631,,---,SDSSJ143006.42+151933.4,---,---,G,217.527,15.32593,220.037900242,0.0494033647017,18.44,-18.2725,,,,2,1
33,635,,---,1721659,13563787+2458193,---,G,209.157806,24.972052,297.431373245,0.066044,16.69,-20.6769,14.682,13.966,13.691,1,0
34,638,,---,SDSSJ135029.32+224635.4,---,---,G,207.622,22.77658,457.088,0.0991389495695,17.5,-20.8,,,,2,0
35,639,,---,1740950,14024444+2533304,---,G,210.685181,25.55847,221.763445794,0.049832,16.206,-20.5234,14.249,13.489,13.225,1,0
36,639,,---,SDSSJ140244.46+253313.7,---,---,G,210.685,25.55383,2511.89,0.448529144265,,,,,,2,0
37,640,,---,50857,14141517+2644508,---,G,213.563217,26.747463,151.368681437,0.03075,15.237,-20.6632,12.652,11.951,11.672,3,1
38,643,,---,SDSSJ144413.81+215727.3,---,---,G,221.058,21.95761,1682.67,0.319653549827,,,,,,2,0
39,644,,---,SDSSJ150807.98+211147.5,---,---,G,227.033,21.19655,2500.35,0.446809663405,,,,,,2,0
40,649,51751,NGC5642,NGC5642,14291348+3001349,---,G,217.306168,30.026382,60.8919425197,0.015197,13.09,-20.8328,10.381,9.696,9.446,3,1
41,650,,---,SDSSJ145033.55+345827.8,---,---,G,222.64,34.97442,1651.96,0.31464042732,,,,,,2,0
42,659,,---,---,12575319-1605210,---,G,194.471649,-16.089186,431.132143503,0.093854,17.696,-20.4771,15.208,14.255,13.873,1,0
43,682,,---,839157,12493603-2037197,---,G,192.400162,-20.622156,399.53416161,0.087372,17.063,-20.9448,14.453,13.677,13.239,1,0
44,689,,---,3106719,---,---,G,197.208,-1.56816,385.478,0.0844710722355,18.49,-19.44,,,,2,0
45,690,,---,---,13115580-0050108,---,G,197.982529,-0.83636,185.002124264,0.041891,16.926,-19.4099,14.442,13.645,13.372,1,1
46,690,1133474,PGC1133474,PGC1133474,---,---,G,197.983,-0.83661,83.0079397005,0.01796004898,17.24,-17.3556,,,,2,1
47,690,,---,1133560,---,---,G,197.969,-0.83302,870.964,0.179218919609,18.9,-20.8,,,,2,0
48,696,,---,SDSSJ132020.59+051856.5,---,---,G,200.086,5.31576,1879.32,0.351301405651,20.65,-20.72,,,,2,0
49,704,,---,55017,15244594+6220450,---,G,231.191452,62.345852,199.924967179,0.044983,15.848,-20.6563,12.943,12.225,11.885,1,1
50,712,,---,2283520,14372173+4634307,---,G,219.340576,46.575203,338.844,0.0747673873837,18.14,-19.51,15.49,14.939,14.405,2,0
51,715,,---,---,14334807+4528156,---,G,218.450317,45.471001,411.826294719,0.0899,16.653,-21.4206,14.516,13.805,13.327,1,0
52,715,,---,2265513,---,---,G,218.45,45.47103,608.135,0.129229864615,17.75,-21.17,,,,2,0
53,719,,---,---,---,132557.30+451116.3,Q,201.488754576,45.1878887375,16038.9893139,2.00822854042,,,,,,1,0
54,720,,---,2277475,13271059+4613177,---,G,201.794144,46.221603,812.831,0.168395934198,18.94,-20.61,15.425,14.762,14.192,2,0
55,720,,---,---,---,132708.64+461318.8,Q,201.786035579,46.2219056502,12658.0553547,1.659,,,,,,1,0
56,723,,---,---,---,135640.54+472419.7,Q,209.168940068,47.4054838723,11333.3009596,1.518,,,,,,1,0
57,735,,---,---,---,141523.31+242443.4,Q,213.847139071,24.412065293,22075.7365425,2.605,,,,,,1,0
58,736,,---,SDSSJ141329.56+264438.3,---,---,G,213.373,26.74407,,,19.2,,,,,0,0
59,737,,---,SDSSJ141639.40+262223.1,---,---,G,214.164,26.37312,2060.63,0.379836429918,20.65,-20.92,,,,2,0
60,738,,---,1714778,---,---,G,208.133,24.72722,645.654,0.13653975827,18.12,-20.93,,,,2,0
61,742,,---,1941847,---,---,G,205.041,31.32367,920.45,0.188336074168,18.69,-21.13,,,,2,0
62,744,,---,---,---,141553.83+314441.8,Q,213.974292878,31.7449578261,22853.2816879,2.68,,,,,,1,0
63,746,,---,2049338,---,---,G,224.017,34.44632,296.483,0.0658430129215,18.16,-19.2,,,,2,0
64,749,,---,SDSSJ135135.59+372926.2,---,---,G,207.898,37.49063,1753.88,0.331202295601,,,,,,2,0
65,763,,---,GAMAJ121505.53+010025.0,---,---,G,183.773,1.00695,,,,,,,,0,0
66,763,,---,GAMAJ121507.80+010058.1,---,---,G,183.783,1.01615,,,,,,,,0,0
67,763,,---,GAMAJ121504.89+010052.8,---,---,G,183.77,1.01467,,,,,,,,0,0
68,764,,---,SDSSJ122100.14-000400.0,---,---,G,185.251,-0.06669,2079.7,0.382804361402,,,,,,2,0
69,764,,---,GAMAJ122102.94-000408.6,---,---,G,185.262,-0.06908,2070.14,0.381317350659,,,,,,2,0
70,764,,---,GAMAJ122101.73-000421.1,---,---,G,185.257,-0.07253,2089.3,0.384295992148,,,,,,2,0
71,764,,---,GAMAJ122103.44-000348.5,---,---,G,185.264,-0.06349,1294.2,0.254661877331,,,,,,2,0
72,764,,---,GAMAJ122103.24-000448.7,---,---,G,185.263,-0.08021,1432.19,0.278158369079,,,,,,2,0
73,764,,---,GAMAJ122105.44-000332.4,---,---,G,185.273,-0.05903,,,,,,,,0,0
74,764,,---,GAMA919678,---,---,G,185.264,-0.06844,,,,,,,,0,0
75,764,,---,GAMA919692,---,---,G,185.252,-0.07468,,,,,,,,0,0
76,764,,---,GAMA919699,---,---,G,185.264,-0.07609,,,,,,,,0,0
77,766,,---,1043353,---,---,G,184.428,-5.54541,,,17.94,,,,,0,0
78,774,44660,ESO575-043,ESO575-043,12594538-2210313,---,G,194.939087,-22.175367,98.5440782489,0.014252,13.261,-21.7072,10.538,9.84,9.557,3,1
79,782,,---,780337,---,---,G,194.522,-25.31557,,,17.65,,,,,0,0
80,792,,---,790914,---,---,G,195.476,-24.34844,,,18.28,,,,,0,0
81,799,,---,801244,---,---,G,193.638,-23.40383,,,16.73,,,,,0,0
82,803,,---,SDSSJ134102.59+093918.9,---,---,G,205.261,9.65528,741.31,0.154905107453,18.47,-20.88,,,,2,0
83,808,,---,SDSSJ140702.68+212654.3,---,---,G,211.761,21.44844,2691.53,0.475063287532,,,,,,2,0
84,808,,---,---,---,140701.12+212715.9,Q,211.75467956,21.4544375384,23498.8406484,2.742,,,,,,1,0
85,810,,---,SDSSJ135502.92+200926.6,---,---,G,208.762,20.15739,2466.04,0.441687130844,,,,,,2,0
86,813,,---,SDSSJ143325.35+082121.3,---,---,G,218.356,8.35601,1380.38,0.269392754696,19.88,-20.82,,,,2,0
87,816,,---,---,---,141911.04+085253.2,Q,214.796016732,8.88144836683,22251.6499991,2.622,,,,,,1,0
88,820,,---,---,---,140630.52+264323.6,Q,211.627194808,26.7232442424,15979.3029054,2.00217461586,,,,,,1,0
89,830,,---,2650265,17245529+6308027,---,G,261.230377,63.134098,455.438000118,0.098804,16.999,-21.2931,14.955,14.338,13.893,1,0
90,836,,---,214676,---,---,G,274.756,68.2777,,,17.0,,,,,0,0
91,843,,---,2327230,14012021+4851095,---,G,210.334213,48.852646,397.219281121,0.086895,17.611,-20.3842,14.749,13.968,13.484,1,0
92,845,,---,---,---,144452.77+505403.0,Q,221.219911,50.9008382161,30322.22589,3.38463258743,,,,,,1,0
93,846,,---,---,---,145515.92+482336.8,Q,223.816356498,48.3935774457,16155.4398602,2.02002978325,,,,,,1,0
94,856,,---,---,---,154815.96+531939.0,Q,237.066520374,53.3275005498,19349.0595161,2.33891320229,,,,,,1,0
95,895,,---,751916,12183670-2738450,---,G,184.652954,-27.645851,411.115298861,0.089754,17.352,-20.7178,14.718,13.923,13.67,1,0
96,915,,---,1333609,---,---,G,210.075,7.88872,254.683,0.0569297684649,18.08,-18.95,,,,2,0
97,918,,---,VVDS140120433,---,---,G,209.142,4.39588,519.996,0.111805105903,,,,,,2,0
98,918,,---,VVDS140124636,---,---,G,209.147,4.40784,1698.24,0.322187621094,,,,,,2,0
99,918,,---,VVDS140123623,---,---,G,209.149,4.40479,1713.96,0.324741012371,,,,,,2,0
100,918,,---,VVDS140129137,---,---,G,209.151,4.42035,2157.74,0.394886507443,,,,,,2,0
101,918,,---,VVDS140128075,---,---,G,209.165,4.41566,3999.45,0.657592648796,,,,,,2,0
102,918,,---,VVDS140124667,---,---,G,209.136,4.40809,4466.84,0.719246999623,,,,,,2,0
103,918,,---,VVDS140124768,---,---,G,209.133,4.40781,4466.84,0.719246999623,,,,,,2,0
104,918,,---,VVDS140125087,---,---,G,209.139,4.40671,3311.31,0.563655611828,,,,,,2,0
105,919,,---,1536252,---,---,G,223.891,17.58174,240.991,0.0539861969931,17.25,-19.66,,,,2,0
106,926,,---,SDSSJ145241.93+293916.9,---,---,G,223.175,29.65472,1270.57,0.250588925294,,,,,,2,0
107,931,,---,1821443,15030993+2754591,---,G,225.791382,27.916435,445.068574623,0.096696,16.986,-21.2561,14.963,14.315,13.682,1,0
108,933,,---,SDSSJ150712.78+360216.5,---,---,G,226.803,36.03794,2666.86,0.471444355722,,,,,,2,0
109,936,,---,---,---,150925.53+341851.7,Q,227.356383471,34.3143882801,28038.9664988,3.17192959786,,,,,,1,0
110,937,,---,1645490,15390907+2113289,---,G,234.787796,21.224707,768.297219345,0.160019,17.95,-21.4776,14.708,13.995,13.325,1,0
111,937,,---,SDSSJ153912.06+211323.8,---,---,G,234.8,21.22329,467.735,0.101296700648,,,,,,2,0
112,942,,---,---,19235582+3859047,---,G,290.982605,38.984653,369.759104698,0.081214,16.95,-20.8896,13.983,13.323,12.787,1,0
113,942,,---,---,19235136+3859237,---,G,290.96402,38.989933,416.826496372,0.090926,16.997,-21.1028,13.917,13.37,12.838,1,0
114,946,,---,---,18534503+3649440,---,G,283.437653,36.828903,427.95176062,0.093204,17.435,-20.722,14.47,13.591,13.125,1,0
115,950,,---,---,---,142326.05+325220.3,Q,215.858560332,32.8723233125,15021.2976149,1.90450203419,,,,,,1,0
116,951,,---,---,---,142326.05+325220.3,Q,215.858560332,32.8723233125,15021.2976149,1.90450203419,,,,,,1,0
117,954,,---,SDSSJ131702.89+373532.6,---,---,G,199.262,37.5924,933.254,0.190681145341,19.09,-20.76,,,,2,0
118,954,,---,SDSSJ131705.07+373604.0,---,---,G,199.271,37.60113,1541.7,0.296474158237,,,,,,2,0
119,961,,---,3133411,16050751+5232319,---,G,241.281311,52.542213,679.204,0.143024771512,18.76,-20.4,15.708,,14.396,2,0
120,963,,---,2397480,15555107+5138246,---,G,238.962814,51.64019,570.164,0.121767510884,18.66,-20.12,15.556,14.689,14.24,2,0
121,964,,---,SDSSJ154110.30+511407.8,---,---,G,235.293,51.23552,2218.2,0.404178802089,,,,,,2,0
122,966,,---,SDSSJ160639.37+565526.8,---,---,G,241.664,56.92412,2570.4,0.457218318609,,,,,,2,0
123,982,,---,95927,15393532+2144259,---,G,234.897171,21.740541,225.166447679,0.050511,16.503,-20.2595,13.606,12.851,12.556,1,1
124,986,,---,---,---,154317.86+183703.3,Q,235.824423999,18.6175927289,18248.5537307,2.23,,,,,,1,0
125,987,,---,1647175,---,---,G,236.17,21.29978,831.764,0.171934645967,18.48,-21.12,,,,2,0
126,990,,---,SDSSJ161907.62+081403.5,---,---,G,244.782,8.23429,483.059,0.104392102196,,,,,,2,0
127,991,,---,SDSSJ160324.61+090703.6,---,---,G,240.853,9.11768,2630.27,0.466062263031,,,,,,2,0
128,995,,---,1440099,16182821+1346253,---,G,244.617554,13.773716,374.973,0.0822958911479,17.89,-19.98,15.256,14.599,14.086,2,0
129,996,,---,SDSSJ160309.01+083853.9,---,---,G,240.787,8.64824,891.251,0.182967001484,,,,,,2,0
130,999,,---,SDSSJ160408.45+152359.3,---,---,G,241.035,15.39982,1706.08,0.323461691731,,,,,,2,0
0,1,,---,SDSSJ162643.90+084800.0,---,---,G,246.683,8.80001,1032.76,0.208718264359,,,,,,2,0
1,16,,---,---,---,161046.14+232447.5,Q,242.692269231,23.4131988481,6979.384081,1.02967739105,,,,,,1,0
2,20,,---,---,---,160552.97+292141.4,Q,241.47070846,29.3615213228,19167.4028256,2.321,,,,,,1,0
3,22,,---,SDSSJ165408.03+313631.9,---,---,G,253.533,31.6089,463.447,0.100428350214,17.73,-20.6,,,,2,0
4,22,,---,1955905,---,---,G,253.534,31.61854,,,18.04,,,,,0,0
5,22,,---,SDSSJ165409.13+313636.6,---,---,G,253.538,31.61032,,,19.22,,,,,0,0
6,43,,---,3088829,17262102+3332321,---,G,261.587616,33.542252,338.522683879,0.0747,16.722,-20.9259,13.793,13.161,12.854,1,0
7,43,,---,---,---,172620.59+333306.4,Q,261.585810488,33.5517792893,23671.5338843,2.75854563713,,,,,,1,0
8,44,,---,59496,17030392+3332354,---,G,255.766342,33.543167,245.23551039,0.05471,15.518,-21.4299,13.952,13.25,12.832,1,1
9,44,,---,2034111,17030008+3332134,---,G,255.750336,33.53706,453.793193199,0.09847,17.318,-20.9663,15.018,14.175,13.64,1,0
10,46,,---,---,17153696+3111195,---,G,258.904022,31.188757,599.084181038,0.127457,17.616,-21.2714,15.271,14.355,13.849,1,0
11,48,,---,---,17200429+4521488,---,G,260.017914,45.36356,,,,,15.913,,14.219,0,0
12,51,,---,60941,---,---,G,267.513,45.00494,,,16.95,,,,,0,0
13,68,,---,SDSSJ171540.02+255836.3,---,---,G,258.917,25.97676,1737.8,0.328603544302,,,,,,2,0
14,75,,---,SDSSJ165143.02+271008.4,---,---,G,252.929,27.16906,594.292,0.126516873258,,,,,,2,0
15,79,,---,---,---,170928.75+271945.0,Q,257.36980363,27.3291707653,8161.37130975,1.167,,,,,,1,0
16,81,,---,2046256,---,---,G,235.999,34.25169,542.001,0.116189488095,18.24,-20.43,,,,2,0
17,82,,---,[MOH2006]J154014.13+341852.2,---,---,G,235.059,34.31438,376.704,0.0826547813274,,,,,,2,0
18,89,,---,---,---,152643.63+315231.8,Q,231.681820294,31.8755216943,16669.8226769,2.072,,,,,,1,0
19,100,,---,---,18044644+2004266,---,G,271.193512,20.074083,223.688455467,0.050174,17.324,-19.4242,14.62,13.814,13.493,1,1
20,102,,---,61552,18122301+2136007,---,G,273.095886,21.600203,88.3380684454,0.019617,15.608,-19.1227,14.232,13.559,13.326,1,1
21,112,,---,2809422,---,---,G,275.192,16.2638,,,,,,,,0,0
22,152,,---,---,19201019+4158216,---,G,290.04248,41.972679,211.244419934,0.04728,15.853,-20.7709,14.492,13.989,13.658,1,1
23,152,,---,2190104,---,---,G,290.042,41.97267,,,16.97,,,,,0,0
24,155,,---,---,18574373+3852208,---,G,284.43222,38.872448,,,,,15.72,,14.343,0,0
25,161,,---,---,---,160533.39+413339.8,Q,241.389127272,41.5610789242,19127.1795178,2.31703019142,,,,,,1,0
26,162,,---,SDSSJ163022.27+375706.8,---,---,G,247.593,37.95189,2051.16,0.37836033918,,,,,,2,0
27,163,,---,2166078,---,---,G,244.323,40.45767,278.759348207,0.0619090809545,17.82,-19.4061,,,,2,1
28,163,,---,SDSSJ161721.93+402649.4,---,---,G,244.341,40.44712,373.25,0.0819384709692,18.2,-19.66,,,,2,0
29,166,,---,---,---,164239.31+381916.7,Q,250.663805446,38.3213179638,24835.5156116,2.86964392662,,,,,,1,0
30,166,,---,---,---,164243.88+381840.5,Q,250.68286829,38.3112627328,19919.4464169,2.395,,,,,,1,0
31,167,,---,SDSSJ164500.46+390152.3,---,---,G,251.252,39.03124,278.81098386,0.0619090809545,18.24,-18.9865,,,,2,1
32,168,,---,---,16430925+3929307,---,G,250.788544,39.491871,690.727181041,0.145241,18.209,-20.9875,15.401,14.517,13.842,1,0
33,168,,---,2150707,---,---,G,250.786,39.49161,657.658,0.138865509433,18.56,-20.53,,,,2,0
34,170,,---,3129549,---,---,G,251.813,39.69384,454.988,0.0987126493563,18.96,-19.33,,,,2,0
35,171,,---,---,---,163625.90+401939.7,Q,249.107923589,40.3277030045,5242.27268343,0.818408071995,,,,,,1,0
36,174,,---,3129301,16510956+3909586,---,G,252.789856,39.16629,654.636,0.13828065914,18.5,-20.58,15.46,14.558,14.186,2,0
37,176,,---,SDSSJ162430.45+225219.9,---,---,G,246.127,22.87221,2177.71,0.397962168981,,,,,,2,0
38,177,,---,---,16194495+2434313,---,G,244.937332,24.575378,213.591323802,0.047511,15.831,-20.8169,13.22,12.473,12.086,1,1
39,177,,---,1710653,16194092+2434203,---,G,244.920532,24.572315,293.365504272,0.065182,16.835,-20.502,13.938,13.284,12.885,1,0
40,177,,---,1710275,---,---,G,244.946,24.55883,287.078,0.0638469619235,18.7,-18.59,,,,2,0
41,183,,---,88710,13064208-2147508,---,G,196.675369,-21.797459,595.495184771,0.126753,17.787,-21.0874,15.015,14.231,13.734,1,0
42,183,,---,2827430,---,---,G,196.676,-21.80324,580.764,0.123857221929,,,,,,2,0
43,184,,---,ABELL1664_14:[PSE2006]1243,---,---,G,195.589,-23.88413,401.791,0.0878367439184,,,,,,2,0
44,194,,---,764003,---,---,G,201.816,-26.77634,,,17.64,,,,,0,0
45,195,47599,ESO509-045,ESO509-045,13320850-2257076,---,G,203.035446,-22.952124,66.7208328513,0.0158121679061,14.25,-19.8713,13.088,12.597,12.173,2,1
46,202,,---,ABELL1664_09:[PSE2006]2500,---,---,G,195.56,-24.57417,870.964,0.179218919609,,,,,,2,0
47,217,,---,---,---,141608.43+064431.8,Q,214.035159183,6.74216927155,27740.8766081,3.144,,,,,,1,0
48,220,,---,SDSSJ141610.73+033208.2,---,---,G,214.045,3.53563,1819.7,0.341786510893,,,,,,2,0
49,233,,---,214628,17402594+6241340,---,G,265.108093,62.692802,200.974879788,0.044974,15.706,-20.8097,13.284,12.457,12.056,1,1
50,234,,---,2584552,17102646+5856321,---,G,257.610291,58.942276,704.693,0.14791966396,17.88,-21.36,15.477,14.9,14.427,2,0
51,234,,---,2584409,17102712+5855462,---,G,257.613037,58.929501,471.755799804,0.10211,17.108,-21.2606,14.534,14.005,13.517,1,0
52,238,,---,61853,18250698+7030579,---,G,276.279114,70.516106,203.135383892,0.045403,15.363,-21.1759,13.728,13.12,12.671,1,1
53,257,,---,2218762,18545301+4321175,---,G,283.720886,43.354877,254.669982065,0.056927,16.626,-20.4039,14.867,14.164,13.823,1,0
54,285,,---,2814041,---,---,G,284.345,31.1209,,,,,,,,0,0
55,312,,---,SDSSJ162802.93+274319.6,---,---,G,247.012,27.72212,1235.95,0.244594262297,,,,,,2,0
56,315,,---,SDSSJ164443.93+253558.2,---,---,G,251.183,25.59952,2511.89,0.448529144265,,,,,,2,0
57,334,2802670,NGC6341,---,---,---,C,259.279,43.13638,0.00809441261319,1.890000945e-06,,,,,,2,0
58,347,,---,SDSSJ162409.99+304638.3,---,---,G,246.042,30.77732,440.555,0.0957766378883,18.63,-19.59,,,,2,0
59,348,,---,1888022,16034760+3002422,---,G,240.948364,30.045082,737.904,0.154257677129,18.29,-21.05,15.544,14.601,14.147,2,0
60,348,,---,SDSSJ160351.34+300309.8,16035137+3003093,---,G,240.964081,30.052589,586.138,0.124914782457,19.343,-19.497,15.684,14.807,14.384,2,0
61,348,,---,---,---,160354.15+300208.6,Q,240.975627657,30.0357449068,16234.1619947,2.028,,,,,,1,0
62,349,,---,---,16074598+3450493,---,G,241.94162,34.847031,367.443417608,0.080733,17.227,-20.599,14.618,13.767,13.158,1,0
63,359,,---,---,---,164052.70+195331.0,Q,250.219592055,19.891965113,17676.5056737,2.173,,,,,,1,0
64,360,,---,SDSSJ170022.48+211045.8,---,---,G,255.094,21.1794,2691.53,0.475063287532,,,,,,2,0
65,362,,---,SDSSJ163453.49+211658.9,---,---,G,248.723,21.28304,2365.92,0.426644193322,,,,,,2,0
66,370,,---,---,16323880+0636279,---,G,248.161667,6.607764,254.642016483,0.057054,16.36,-20.6697,13.9,13.228,12.844,1,1
67,372,,---,SDSSJ162521.62+070800.7,---,---,G,246.34,7.13358,212.983727292,0.0481034640517,,,,,,2,1
68,378,,---,---,---,155955.26+152248.4,Q,239.980281891,15.3801115848,21328.3163441,2.53255558014,,,,,,1,0
69,380,,---,SDSSJ161709.91+101812.0,---,---,G,244.291,10.30329,685.488,0.144233952117,18.45,-20.73,,,,2,0
70,387,,---,1656830,15571042+2145583,---,G,239.293427,21.766214,550.667639533,0.11791,17.259,-21.4454,14.208,13.588,12.995,1,0
71,393,,---,SDSSJ161156.43+201254.5,---,---,G,242.985,20.21519,,,18.88,,,,,0,0
72,396,,---,---,---,163416.13+160855.1,Q,248.567249223,16.1486466299,10245.4243009,1.4,,,,,,1,0
73,418,,---,---,16505560+1736065,---,G,252.731689,17.60181,785.367559917,0.163239,18.407,-21.0684,15.039,14.279,13.838,1,0
74,422,,---,1489668,16385087+1538121,---,G,249.711975,15.636711,355.685368804,0.078286,17.029,-20.7263,14.499,13.83,13.512,1,0
75,432,,---,SDSSJ160407.60+064930.4,---,---,G,241.032,6.82505,1148.15,0.229241364621,18.93,-21.37,,,,2,0
76,450,,---,---,---,163257.06+441110.2,Q,248.23777825,44.1861835437,38182.8200323,4.10276556015,,,,,,1,0
77,452,,---,SDSSJ162735.94+382632.3,---,---,G,246.9,38.44232,1896.71,0.354063957032,,,,,,2,0
78,452,,---,SDSSJ162734.90+382620.9,---,---,G,246.895,38.4392,2208.0,0.402615141308,21.33,-20.39,,,,2,0
79,569,,---,201543,---,---,G,269.947,-11.0566,,,,,,,,0,0
80,572,,---,200733,---,---,G,266.298,-8.2379,,,,,,,,0,0
81,602,,---,---,---,170942.56+335117.7,Q,257.427355626,33.8549184282,12613.3565745,1.65428590775,,,,,,1,0
82,604,,---,3129512,---,---,G,254.347,39.59128,304.789,0.0676013438007,17.39,-20.03,,,,2,0
83,606,,---,---,---,164554.94+414443.8,Q,251.478941379,41.7455211599,17954.2696703,2.2007112503,,,,,,1,0
84,615,,---,---,18403374+1116251,---,G,280.140594,11.273643,,,,,14.684,,13.864,0,0
85,793,,---,---,18485581+1715115,---,G,282.232574,17.25322,388.990454882,0.085197,17.885,-20.0647,14.904,14.333,13.98,1,0
86,793,,---,2813094,---,---,G,282.233,17.2528,,,,,,,,0,0
87,865,,---,2813183,---,---,G,282.315,27.90009,,,,,,,,0,0
88,874,,---,---,19141095+2542219,---,G,288.545654,25.706108,69.1040208066,0.015017,15.997,-18.2005,14.877,14.251,13.807,1,1
89,881,,---,---,19044398+2555328,---,G,286.183289,25.925804,,,,,,,13.662,0,0
90,889,,---,---,19054614+2441225,---,G,286.442291,24.689606,523.130582344,0.112431,18.085,-20.5081,14.769,14.252,13.773,1,0
91,918,,---,---,18482641+2312301,---,G,282.110077,23.208387,215.668134942,0.048403,16.26,-20.4089,13.8,13.077,12.637,1,1
