JD,Band,Flux,Fluxerr,Mag,Magerr
2453858.71919,I,0.001025,0.000008,16.025142,0.008474
2453859.78175,I,0.000866,0.000006,16.208157,0.007522
2453860.79796,I,0.001077,0.000009,15.971412,0.009073
2453861.65155,I,0.000988,0.000008,16.065059,0.008791
2453861.75851,I,0.000924,0.000007,16.137772,0.008225
2453862.65658,I,0.000853,0.000007,16.224579,0.008910
2453862.84695,I,0.000957,0.000006,16.099672,0.006807
2453862.92062,I,0.000997,0.000007,16.055214,0.007623
2453863.6728,I,0.001099,0.000007,15.949457,0.006916
2453863.8925,I,0.000932,0.000006,16.128412,0.006990
2453864.66168,I,0.000862,0.000007,16.213183,0.008817
2453864.85273,I,0.000866,0.000006,16.208157,0.007522
2453865.72022,I,0.000995,0.000007,16.057394,0.007638
2453865.86375,I,0.001016,0.000007,16.034717,0.007480
2453865.93273,I,0.000966,0.000007,16.089509,0.007868
2453866.67186,I,0.001034,0.000008,16.015650,0.008400
2453866.81139,I,0.000901,0.000007,16.165140,0.008435
2453866.8896,I,0.000838,0.000007,16.243842,0.009069
2453867.68666,I,0.000874,0.000006,16.198173,0.007454
2453867.87229,I,0.001081,0.000007,15.967387,0.007031
2453868.69457,I,0.001028,0.000009,16.021969,0.009505
2453868.83867,I,0.000957,0.000008,16.099672,0.009076
2453868.91851,I,0.000904,0.000007,16.161530,0.008407
2453869.67208,I,0.000895,0.000007,16.172394,0.008492
2453869.85461,I,0.000881,0.000008,16.189512,0.009859
2453872.86926,I,0.001036,0.000008,16.013552,0.008384
2453873.67855,I,0.001234,0.000008,15.823664,0.007039
2453873.81999,I,0.001178,0.000008,15.874088,0.007373
2453873.89182,I,0.001092,0.000008,15.956395,0.007954
2453874.72948,I,0.000895,0.000007,16.172394,0.008492
2453874.90352,I,0.001005,0.000007,16.046536,0.007562
2453875.69819,I,0.001039,0.000006,16.010413,0.006270
2453875.84507,I,0.001076,0.000007,15.972421,0.007063
2453876.61722,I,0.001219,0.000007,15.836942,0.006235
2453877.69409,I,0.000966,0.000006,16.089509,0.006744
2453877.73154,I,0.000995,0.000006,16.057394,0.006547
2453877.77791,I,0.001060,0.000006,15.988687,0.006146
2453877.80466,I,0.001085,0.000007,15.963377,0.007005
2453877.84284,I,0.001142,0.000007,15.907786,0.006655
2453877.87856,I,0.001171,0.000008,15.880559,0.007417
2453877.91691,I,0.001196,0.000009,15.857624,0.008170
2453877.93494,I,0.001226,0.000009,15.830725,0.007970
2453879.63033,I,0.001071,0.000005,15.977478,0.005069
2453879.635,I,0.001053,0.000006,15.995881,0.006187
2453879.6501,I,0.001033,0.000007,16.016701,0.007357
2453879.92118,I,0.000995,0.000007,16.057394,0.007638
2453879.92857,I,0.000993,0.000008,16.059578,0.008747
2453879.9361,I,0.001017,0.000009,16.033649,0.009608
2453879.93994,I,0.001038,0.000009,16.011458,0.009414
2453880.59363,I,0.000974,0.000005,16.080554,0.005574
2453880.59732,I,0.000973,0.000005,16.081669,0.005579
2453880.60823,I,0.001005,0.000006,16.046536,0.006482
2453880.6319,I,0.001024,0.000006,16.026202,0.006362
2453880.69055,I,0.001094,0.000006,15.954408,0.005955
2453880.69478,I,0.001085,0.000006,15.963377,0.006004
2453880.70422,I,0.001096,0.000007,15.952425,0.006934
2453880.71455,I,0.001117,0.000007,15.931819,0.006804
2453880.76953,I,0.001171,0.000006,15.880559,0.005563
2453880.80496,I,0.001193,0.000008,15.860350,0.007281
2453880.81935,I,0.001199,0.000008,15.854904,0.007244
2453880.85547,I,0.001190,0.000008,15.863084,0.007299
2453880.8984,I,0.001176,0.000008,15.875933,0.007386
2453880.93321,I,0.001162,0.000007,15.888936,0.006541
2453881.59988,I,0.001034,0.000009,16.015650,0.009450
2453881.60467,I,0.001021,0.000008,16.029387,0.008507
2453881.64489,I,0.001002,0.000006,16.049782,0.006501
2453881.73776,I,0.000969,0.000006,16.086142,0.006723
2453881.8231,I,0.000951,0.000006,16.106500,0.006850
2453881.86036,I,0.000921,0.000006,16.141302,0.007073
2453881.90698,I,0.000926,0.000006,16.135424,0.007035
2453882.57388,I,0.000987,0.000010,16.066159,0.011000
2453882.62981,I,0.000911,0.000007,16.153156,0.008343
2453882.67281,I,0.000922,0.000007,16.140124,0.008243
2453882.78332,I,0.000984,0.000006,16.069464,0.006620
2453882.8572,I,0.001032,0.000007,16.017752,0.007364
2453882.92588,I,0.001070,0.000007,15.978492,0.007103
2453883.58003,I,0.001148,0.000010,15.902097,0.009458
2453883.61735,I,0.001153,0.000008,15.897378,0.007533
2453883.68386,I,0.001213,0.000008,15.842300,0.007161
2453883.81443,I,0.001145,0.000007,15.904938,0.006638
2453886.57672,I,0.001214,0.000008,15.841405,0.007155
2453886.77789,I,0.001000,0.000006,16.051952,0.006514
2453886.85321,I,0.000936,0.000007,16.123762,0.008120
2453887.63051,I,0.000914,0.000007,16.149586,0.008315
2453887.75686,I,0.000969,0.000006,16.086142,0.006723
2453887.86104,I,0.001117,0.000007,15.931819,0.006804
2453887.93307,I,0.001178,0.000008,15.874088,0.007373
2453889.64449,I,0.001008,0.000007,16.043300,0.007540
2453889.91933,I,0.000975,0.000007,16.079440,0.007795
2453891.65387,I,0.001000,0.000006,16.051952,0.006514
2453891.7756,I,0.000935,0.000009,16.124923,0.010451
2453891.85786,I,0.000917,0.000008,16.146028,0.009472
2453892.72051,I,0.000914,0.000007,16.149586,0.008315
2453892.90939,I,0.001040,0.000008,16.009368,0.008352
2453893.59127,I,0.001106,0.000008,15.942564,0.007853
2453893.83776,I,0.001111,0.000009,15.937666,0.008795
2453894.64873,I,0.000926,0.000009,16.135424,0.010553
2453894.86401,I,0.000903,0.000008,16.162732,0.009619
2453896.58475,I,0.001128,0.000010,15.921179,0.009625
2453896.8421,I,0.000902,0.000011,16.163935,0.013241
2453900.51254,I,0.000854,0.000009,16.223307,0.011442
2453900.69791,I,0.001049,0.000009,16.000013,0.009315
2453900.78226,I,0.001094,0.000008,15.954408,0.007940
2453900.85078,I,0.001111,0.000007,15.937666,0.006841
2453901.52733,I,0.001009,0.000008,16.042224,0.008608
2453901.70357,I,0.000973,0.000007,16.081669,0.007811
2453901.78134,I,0.000924,0.000007,16.137772,0.008225
2453901.85443,I,0.000888,0.000007,16.180919,0.008559
2453902.53893,I,0.000936,0.000008,16.123762,0.009280
2453902.72595,I,0.000905,0.000008,16.160330,0.009598
2453902.78944,I,0.000963,0.000007,16.092886,0.007892
2453902.82653,I,0.000993,0.000008,16.059578,0.008747
2453902.83882,I,0.001006,0.000008,16.045457,0.008634
2453902.87189,I,0.001019,0.000008,16.031516,0.008524
2453902.88688,I,0.001026,0.000009,16.024083,0.009524
2453902.90217,I,0.001039,0.000011,16.010413,0.011495
2453903.62199,I,0.001106,0.000007,15.942564,0.006872
2453903.6309,I,0.001123,0.000007,15.926002,0.006768
2453903.64618,I,0.001133,0.000008,15.916377,0.007666
2453903.65788,I,0.001141,0.000007,15.908737,0.006661
2453903.67547,I,0.001134,0.000007,15.915419,0.006702
2453903.69024,I,0.001144,0.000007,15.905886,0.006643
2453903.70481,I,0.001146,0.000007,15.903990,0.006632
2453903.71991,I,0.001142,0.000007,15.907786,0.006655
2453903.74076,I,0.001135,0.000007,15.914462,0.006696
2453903.75389,I,0.001139,0.000007,15.910642,0.006673
2453903.7598,I,0.001125,0.000007,15.924070,0.006756
2453903.76874,I,0.001125,0.000007,15.924070,0.006756
2453903.78069,I,0.001119,0.000007,15.929876,0.006792
2453903.78957,I,0.001091,0.000008,15.957390,0.007961
2453903.80202,I,0.001097,0.000008,15.951435,0.007918
2453903.81235,I,0.001095,0.000007,15.953416,0.006941
2453903.82448,I,0.001085,0.000008,15.963377,0.008005
2453903.83371,I,0.001064,0.000009,15.984597,0.009184
2453903.84312,I,0.001055,0.000008,15.993820,0.008233
2453903.85223,I,0.001050,0.000008,15.998978,0.008272
2453903.8615,I,0.001033,0.000008,16.016701,0.008408
2453903.86784,I,0.001028,0.000008,16.021969,0.008449
2453903.87985,I,0.001010,0.000009,16.041148,0.009675
2453903.88867,I,0.001008,0.000008,16.043300,0.008617
2453903.90095,I,0.000982,0.000008,16.071673,0.008845
2453904.5383,I,0.000976,0.000007,16.078327,0.007787
2453904.70073,I,0.000875,0.000006,16.196931,0.007445
2453904.77017,I,0.000847,0.000006,16.232243,0.007691
2453904.84293,I,0.000877,0.000007,16.194453,0.008666
2453905.51378,I,0.000879,0.000008,16.191979,0.009882
2453905.53514,I,0.000910,0.000007,16.154348,0.008352
2453905.62721,I,0.000950,0.000007,16.107643,0.008000
2453905.71147,I,0.000996,0.000006,16.056303,0.006541
2453905.78169,I,0.001035,0.000007,16.014601,0.007343
2453905.85032,I,0.001045,0.000007,16.004161,0.007273
2453906.54296,I,0.001142,0.000008,15.907786,0.007606
2453906.7358,I,0.001022,0.000007,16.028324,0.007437
2453906.809,I,0.000946,0.000007,16.112224,0.008034
2453906.89762,I,0.000878,0.000007,16.193215,0.008656
2453907.57727,I,0.000887,0.000007,16.182142,0.008568
2453907.76257,I,0.000946,0.000008,16.112224,0.009182
2453907.84704,I,0.001068,0.000009,15.980523,0.009149
2453908.51524,I,0.000941,0.000009,16.117977,0.010384
2453908.70138,I,0.001025,0.000007,16.025142,0.007415
2453908.77899,I,0.001008,0.000007,16.043300,0.007540
2453908.86172,I,0.000974,0.000007,16.080554,0.007803
2453909.51491,I,0.001111,0.000009,15.937666,0.008795
2453909.6933,I,0.000942,0.000006,16.116824,0.006916
2453909.7881,I,0.000890,0.000007,16.178477,0.008539
2453909.86768,I,0.000915,0.000008,16.148399,0.009493
2453910.53535,I,0.000895,0.000008,16.172394,0.009705
2453912.50979,I,0.001028,0.000008,16.021969,0.008449
2453912.70127,I,0.000928,0.000006,16.133082,0.007020
2453912.79253,I,0.001001,0.000006,16.050866,0.006508
2453912.88042,I,0.001089,0.000007,15.959382,0.006979
2453913.50268,I,0.001026,0.000007,16.024083,0.007408
2453913.70456,I,0.001186,0.000007,15.866740,0.006408
2453913.80009,I,0.001153,0.000007,15.897378,0.006592
2453914.52873,I,0.001017,0.000007,16.033649,0.007473
2453914.76025,I,0.000911,0.000006,16.153156,0.007151
2453915.50442,I,0.000899,0.000007,16.167552,0.008454
2453915.70876,I,0.001017,0.000007,16.033649,0.007473
2453915.80062,I,0.001038,0.000007,16.011458,0.007322
2453916.54917,I,0.001245,0.000009,15.814028,0.007849
2453917.52728,I,0.000947,0.000007,16.111077,0.008026
2453917.80013,I,0.001053,0.000008,15.995881,0.008249
2453918.54831,I,0.001063,0.000007,15.985618,0.007150
2453918.79486,I,0.001070,0.000009,15.978492,0.009132
2453919.50225,I,0.001162,0.000010,15.888936,0.009344
2453919.73475,I,0.000944,0.000006,16.114522,0.006901
2453920.49203,I,0.000922,0.000008,16.140124,0.009421
2453920.68859,I,0.001103,0.000008,15.945513,0.007875
2453920.77059,I,0.001207,0.000007,15.847683,0.006297
2453921.49199,I,0.001056,0.000008,15.992792,0.008225
2453921.68951,I,0.001048,0.000010,16.001048,0.010360
2453921.77783,I,0.000985,0.000010,16.068361,0.011023
2453922.68921,I,0.000931,0.000009,16.129577,0.010496
2453930.49215,I,0.000885,0.000007,16.184593,0.008588
2453930.7663,I,0.001150,0.000008,15.900207,0.007553
2453931.47704,I,0.001037,0.000010,16.012505,0.010470
2453932.50856,I,0.001031,0.000009,16.018805,0.009478
2453932.78388,I,0.000962,0.000008,16.094014,0.009029
2453933.48962,I,0.000997,0.000007,16.055214,0.007623
2453933.67941,I,0.001166,0.000006,15.885205,0.005587
2453933.75498,I,0.001165,0.000006,15.886137,0.005592
2453934.47237,I,0.001037,0.000007,16.012505,0.007329
2453934.68911,I,0.000900,0.000007,16.166345,0.008445
2453934.75819,I,0.000890,0.000007,16.178477,0.008539
2453935.5223,I,0.000844,0.000007,16.236095,0.009005
2453935.69354,I,0.000949,0.000008,16.108786,0.009153
2453935.76218,I,0.000990,0.000007,16.062864,0.007677
2453936.47568,I,0.001098,0.000009,15.950446,0.008899
2453936.641,I,0.001130,0.000007,15.919255,0.006726
2453936.71752,I,0.001055,0.000008,15.993820,0.008233
2453937.48192,I,0.000958,0.000009,16.098538,0.010200
2453937.76201,I,0.000947,0.000009,16.111077,0.010319
2453938.48039,I,0.000911,0.000009,16.153156,0.010726
2453938.67423,I,0.001057,0.000007,15.991764,0.007190
2453938.75714,I,0.001007,0.000008,16.044378,0.008626
2453939.54772,I,0.001130,0.000006,15.919255,0.005765
2453940.66601,I,0.000997,0.000006,16.055214,0.006534
2453940.79686,I,0.001113,0.000007,15.935714,0.006829
2453944.52071,I,0.001025,0.000007,16.025142,0.007415
2453945.49357,I,0.000889,0.000007,16.179697,0.008549
2453945.69608,I,0.001035,0.000007,16.014601,0.007343
2453945.75195,I,0.001045,0.000009,16.004161,0.009351
2453946.49494,I,0.001185,0.000009,15.867656,0.008246
2453946.68416,I,0.001113,0.000007,15.935714,0.006829
2453946.76566,I,0.001042,0.000009,16.007282,0.009378
2453950.49989,I,0.000894,0.000007,16.173608,0.008501
2453950.70544,I,0.001101,0.000007,15.947483,0.006903
2453951.49555,I,0.001025,0.000008,16.025142,0.008474
2453951.72804,I,0.000997,0.000008,16.055214,0.008712
2453955.66379,I,0.001019,0.000010,16.031516,0.010655
2453956.52665,I,0.001174,0.000011,15.877781,0.010173
2453957.4887,I,0.000981,0.000008,16.072779,0.008854
2453959.48522,I,0.001187,0.000009,15.865825,0.008232
2453959.66655,I,0.000994,0.000008,16.058486,0.008738
2453960.48151,I,0.000945,0.000007,16.113372,0.008042
2453960.66054,I,0.001075,0.000007,15.973430,0.007070
2453960.73268,I,0.001153,0.000007,15.897378,0.006592
2453961.55229,I,0.001070,0.000008,15.978492,0.008118
2453963.51421,I,0.001046,0.000008,16.003122,0.008304
2453963.69154,I,0.001194,0.000008,15.859441,0.007275
2453964.4994,I,0.001000,0.000007,16.051952,0.007600
2453964.70719,I,0.000906,0.000008,16.159131,0.009587
2453965.48756,I,0.000907,0.000007,16.157933,0.008379
2453965.68005,I,0.001000,0.000006,16.051952,0.006514
2453966.51749,I,0.001180,0.000008,15.872247,0.007361
2453966.67054,I,0.001120,0.000007,15.928906,0.006786
2453967.499,I,0.000903,0.000009,16.162732,0.010821
2453967.69593,I,0.000898,0.000007,16.168761,0.008463
2453968.47929,I,0.000929,0.000008,16.131912,0.009350
2453968.65124,I,0.001049,0.000007,16.000013,0.007245
2453968.72036,I,0.001053,0.000008,15.995881,0.008249
2453969.50789,I,0.001128,0.000008,15.921179,0.007700
2453969.66177,I,0.000980,0.000007,16.073886,0.007755
2453970.48848,I,0.000860,0.000009,16.215705,0.011362
2453970.6694,I,0.001020,0.000009,16.030451,0.009580
2453971.52825,I,0.001074,0.000009,15.974441,0.009098
2453971.70265,I,0.001000,0.000007,16.051952,0.007600
2453973.55332,I,0.001078,0.000008,15.970405,0.008057
2453974.48831,I,0.001041,0.000009,16.008325,0.009387
2453974.66728,I,0.000909,0.000008,16.155542,0.009555
2453975.49099,I,0.000853,0.000008,16.224579,0.010183
2453975.66623,I,0.000958,0.000007,16.098538,0.007933
2453976.48769,I,0.001144,0.000006,15.905886,0.005694
2453976.65485,I,0.001123,0.000008,15.926002,0.007735
2453979.49077,I,0.001180,0.000010,15.872247,0.009201
2453982.54912,I,0.000994,0.000007,16.058486,0.007646
2453983.49724,I,0.001048,0.000012,16.001048,0.012432
2453986.56049,I,0.001298,0.000008,15.768765,0.006692
2453987.4884,I,0.000991,0.000009,16.061767,0.009860
2453987.64935,I,0.000963,0.000007,16.092886,0.007892
2453988.4913,I,0.001032,0.000008,16.017752,0.008417
2453990.62247,I,0.001067,0.000008,15.981541,0.008140
2453995.54911,I,0.000938,0.000007,16.121444,0.008103
2453996.54762,I,0.001250,0.000009,15.809677,0.007817
2453999.56987,I,0.001098,0.000008,15.950446,0.007911
2454001.50011,I,0.001062,0.000008,15.986640,0.008179
2454003.52042,I,0.001079,0.000007,15.969398,0.007044
2454004.50658,I,0.001023,0.000008,16.027262,0.008491
2454006.50249,I,0.001163,0.000009,15.888002,0.008402
2454011.59924,I,0.001002,0.000008,16.049782,0.008669
2454012.55054,I,0.000966,0.000009,16.089509,0.010116
2454016.49803,I,0.001268,0.000008,15.794153,0.006850
2454018.52322,I,0.001005,0.000009,16.046536,0.009723
2454020.52109,I,0.000948,0.000009,16.109931,0.010308
2454023.52147,I,0.001180,0.000009,15.872247,0.008281
2454025.54091,I,0.000999,0.000008,16.053038,0.008695
2454027.54579,I,0.000978,0.000007,16.076104,0.007771
2454030.5376,I,0.001030,0.000009,16.019858,0.009487
2454036.51883,I,0.001264,0.000010,15.797584,0.008590
2454040.49996,I,0.001019,0.000010,16.031516,0.010655
2454042.53002,I,0.000970,0.000011,16.085022,0.012312
2454141.85999,I,0.001242,0.000009,15.816648,0.007868
2454149.87966,I,0.001161,0.000010,15.889871,0.009352
2454153.86598,I,0.001050,0.000009,15.998978,0.009306
2454156.84447,I,0.001139,0.000010,15.910642,0.009532
2454158.86391,I,0.001212,0.000009,15.843195,0.008062
2454161.83184,I,0.001360,0.000009,15.718104,0.007185
2454163.80606,I,0.001252,0.000009,15.807941,0.007805
2454164.82041,I,0.001553,0.000010,15.574023,0.006991
2454165.90076,I,0.001190,0.000011,15.863084,0.010036
2454167.90472,I,0.001459,0.000009,15.641813,0.006697
2454169.90833,I,0.001177,0.000010,15.875010,0.009225
2454174.91508,I,0.001549,0.000011,15.576823,0.007710
2454176.88426,I,0.001164,0.000009,15.887069,0.008395
2454178.77655,I,0.001135,0.000008,15.914462,0.007653
2454179.83535,I,0.001182,0.000009,15.870408,0.008267
2454180.91472,I,0.001100,0.000012,15.948470,0.011844
2454182.81658,I,0.001079,0.000008,15.969398,0.008050
2454183.85271,I,0.001105,0.000010,15.943546,0.009826
2454184.89317,I,0.001449,0.000008,15.649281,0.005994
2454185.86907,I,0.001114,0.000009,15.934739,0.008772
2454189.89913,I,0.001220,0.000010,15.836052,0.008899
2454191.85882,I,0.001535,0.000011,15.586681,0.007781
2454192.77406,I,0.001176,0.000010,15.875933,0.009232
2454194.77348,I,0.001527,0.000010,15.592354,0.007110
2454196.76374,I,0.001208,0.000011,15.846784,0.009887
2454202.74515,I,0.001158,0.000009,15.892680,0.008438
2454203.73333,I,0.001167,0.000009,15.884274,0.008373
2454203.91773,I,0.001131,0.000008,15.918295,0.007680
2454204.72165,I,0.001522,0.000010,15.595915,0.007134
2454205.72206,I,0.001099,0.000009,15.949457,0.008891
2454207.71155,I,0.001482,0.000010,15.624831,0.007326
2454207.88676,I,0.001271,0.000008,15.791588,0.006834
2454208.73367,I,0.001187,0.000009,15.865825,0.008232
2454211.74632,I,0.001393,0.000010,15.692074,0.007794
2454212.90765,I,0.001106,0.000009,15.942564,0.008835
2454213.74032,I,0.001117,0.000008,15.931819,0.007776
2454215.73027,I,0.001099,0.000009,15.949457,0.008891
2454216.68763,I,0.001119,0.000009,15.929876,0.008732
2454216.88071,I,0.001184,0.000005,15.868572,0.004585
2454217.69323,I,0.001501,0.000008,15.611000,0.005787
2454218.71743,I,0.001204,0.000011,15.850385,0.009920
2454219.73888,I,0.001169,0.000010,15.882415,0.009288
2454220.67859,I,0.001315,0.000011,15.754637,0.009082
2454221.7207,I,0.001452,0.000011,15.647035,0.008225
2454222.89895,I,0.001182,0.000009,15.870408,0.008267
2454223.72652,I,0.001202,0.000010,15.852190,0.009033
2454224.77091,I,0.001712,0.000011,15.468192,0.006976
2454228.66514,I,0.001265,0.000009,15.796725,0.007725
2454228.89688,I,0.001599,0.000010,15.542330,0.006790
2454229.65996,I,0.001278,0.000011,15.785624,0.009345
2454229.85701,I,0.001206,0.000009,15.848583,0.008103
2454229.91864,I,0.001191,0.000009,15.862172,0.008205
2454230.6698,I,0.001346,0.000009,15.729339,0.007260
2454230.85776,I,0.001184,0.000009,15.868572,0.008253
2454230.91948,I,0.001167,0.000012,15.884274,0.011164
2454231.65415,I,0.001448,0.000007,15.650030,0.005249
2454231.82958,I,0.001628,0.000009,15.522816,0.006002
2454231.92248,I,0.001588,0.000010,15.549825,0.006837
2454232.73693,I,0.001157,0.000010,15.893618,0.009384
2454232.90399,I,0.001197,0.000010,15.856716,0.009070
2454233.78028,I,0.001117,0.000010,15.931819,0.009720
2454234.697,I,0.001579,0.000010,15.555996,0.006876
2454235.87921,I,0.001294,0.000008,15.772116,0.006712
2454237.68025,I,0.001439,0.000008,15.656800,0.006036
2454238.71789,I,0.001318,0.000008,15.752163,0.006590
2454238.86386,I,0.001518,0.000008,15.598772,0.005722
2454239.60832,I,0.001153,0.000011,15.897378,0.010358
2454240.66536,I,0.001257,0.000008,15.803613,0.006910
2454240.79675,I,0.001124,0.000009,15.925036,0.008694
2454240.93092,I,0.001131,0.000009,15.918295,0.008640
2454243.62791,I,0.001098,0.000010,15.950446,0.009888
2454243.72418,I,0.001082,0.000009,15.966383,0.009031
2454243.81776,I,0.001097,0.000009,15.951435,0.008908
2454243.93543,I,0.001124,0.000009,15.925036,0.008694
2454244.60372,I,0.001486,0.000011,15.621905,0.008037
2454244.69978,I,0.001500,0.000010,15.611723,0.007238
2454244.79264,I,0.001419,0.000009,15.671996,0.006886
2454245.59642,I,0.001087,0.000008,15.961378,0.007991
2454245.69011,I,0.001106,0.000008,15.942564,0.007853
2454245.78329,I,0.001198,0.000008,15.855810,0.007250
2454246.65515,I,0.001084,0.000009,15.964378,0.009014
2454246.74817,I,0.001096,0.000009,15.952425,0.008916
2454246.8414,I,0.001084,0.000009,15.964378,0.009014
2454247.63811,I,0.001405,0.000010,15.682761,0.007728
2454247.80336,I,0.001145,0.000008,15.904938,0.007586
2454250.71847,I,0.001019,0.000008,16.031516,0.008524
2454251.79003,I,0.001429,0.000011,15.664371,0.008358
2454256.60528,I,0.001063,0.000010,15.985618,0.010214
2454256.75215,I,0.001039,0.000011,16.010413,0.011495
2454256.84996,I,0.001021,0.000011,16.029387,0.011697
2454257.63718,I,0.001356,0.000011,15.721302,0.008808
2454258.62069,I,0.001196,0.000011,15.857624,0.009986
2454258.74338,I,0.001366,0.000009,15.713325,0.007153
2454258.83866,I,0.001468,0.000011,15.635136,0.008136
2454267.58072,I,0.001349,0.000010,15.726922,0.008048
2454268.76813,I,0.001365,0.000009,15.714120,0.007159
2454268.88851,I,0.001428,0.000011,15.665131,0.008364
2454269.56306,I,0.001029,0.000009,16.020913,0.009496
2454269.6841,I,0.000999,0.000008,16.053038,0.008695
2454269.77483,I,0.000998,0.000007,16.054125,0.007615
2454270.55858,I,0.001166,0.000009,15.885205,0.008380
2454272.62699,I,0.000966,0.000007,16.089509,0.007868
2454272.77612,I,0.001041,0.000009,16.008325,0.009387
2454272.84762,I,0.001127,0.000009,15.922142,0.008670
2454273.60399,I,0.001023,0.000011,16.027262,0.011675
2454273.78485,I,0.001031,0.000009,16.018805,0.009478
2454273.84463,I,0.000997,0.000009,16.055214,0.009801
2454274.59645,I,0.001359,0.000011,15.718903,0.008788
2454274.75099,I,0.001258,0.000008,15.802750,0.006905
2454274.81011,I,0.001181,0.000008,15.871327,0.007355
2454275.58919,I,0.000998,0.000008,16.054125,0.008703
2454275.7646,I,0.001149,0.000010,15.901151,0.009449
2454275.82307,I,0.001198,0.000010,15.855810,0.009063
2454275.88425,I,0.001245,0.000013,15.814028,0.011337
2454276.57397,I,0.000962,0.000010,16.094014,0.011286
2454277.51781,I,0.001295,0.000011,15.771277,0.009222
2454277.69299,I,0.001072,0.000009,15.976465,0.009115
2454277.75347,I,0.001014,0.000009,16.036857,0.009637
2454277.81204,I,0.001003,0.000011,16.048699,0.011907
2454278.55161,I,0.001069,0.000012,15.979507,0.012188
2454278.73883,I,0.001237,0.000010,15.821027,0.008777
2454278.81183,I,0.001268,0.000012,15.794153,0.010275
2454283.49728,I,0.000935,0.000009,16.124923,0.010451
2454283.70747,I,0.000899,0.000011,16.167552,0.013285
2454284.49231,I,0.001252,0.000010,15.807941,0.008672
2454284.72277,I,0.001146,0.000008,15.903990,0.007579
2454284.78499,I,0.001087,0.000009,15.961378,0.008990
2454284.85007,I,0.001006,0.000011,16.045457,0.011872
2454285.49078,I,0.000909,0.000009,16.155542,0.010750
2454285.68269,I,0.001049,0.000010,16.000013,0.010350
2454285.74736,I,0.001103,0.000009,15.945513,0.008859
2454285.81512,I,0.001164,0.000010,15.887069,0.009328
2454286.49461,I,0.000961,0.000012,16.095143,0.013558
2454286.78506,I,0.000939,0.000008,16.120288,0.009250
2454289.49881,I,0.000985,0.000011,16.068361,0.012125
2454289.71815,I,0.000989,0.000010,16.063961,0.010978
2454289.78321,I,0.001018,0.000009,16.032582,0.009599
2454289.85001,I,0.001062,0.000010,15.986640,0.010224
2454290.54922,I,0.001177,0.000010,15.875010,0.009225
2454291.65161,I,0.001355,0.000009,15.722103,0.007212
2454291.774,I,0.001328,0.000010,15.743956,0.008176
2454292.47733,I,0.000969,0.000008,16.086142,0.008964
2454292.65543,I,0.001023,0.000008,16.027262,0.008491
2454292.71506,I,0.001068,0.000008,15.980523,0.008133
2454292.77381,I,0.001126,0.000008,15.923106,0.007714
2454292.83777,I,0.001201,0.000010,15.853094,0.009040
2454293.47767,I,0.001144,0.000009,15.905886,0.008542
2454293.68359,I,0.001053,0.000008,15.995881,0.008249
2454293.74236,I,0.001042,0.000008,16.007282,0.008336
2454293.81997,I,0.001023,0.000008,16.027262,0.008491
2454294.47694,I,0.001414,0.000009,15.675828,0.006911
2454295.47848,I,0.001041,0.000012,16.008325,0.012516
2454295.68198,I,0.001208,0.000009,15.846784,0.008089
2454295.74068,I,0.001272,0.000008,15.790734,0.006829
2454295.82293,I,0.001316,0.000010,15.753812,0.008250
2454296.47975,I,0.001038,0.000010,16.011458,0.010460
2454296.66821,I,0.000963,0.000008,16.092886,0.009020
2454296.76317,I,0.000951,0.000009,16.106500,0.010275
2454297.50056,I,0.001291,0.000010,15.774636,0.008410
2454297.70144,I,0.001092,0.000008,15.956395,0.007954
2454297.8064,I,0.001039,0.000010,16.010413,0.010450
2454298.53526,I,0.001128,0.000009,15.921179,0.008663
2454298.64108,I,0.001216,0.000009,15.839618,0.008036
2454298.7346,I,0.001292,0.000010,15.773795,0.008404
2454299.51808,I,0.000918,0.000008,16.144845,0.009462
2454299.61146,I,0.000894,0.000007,16.173608,0.008501
2454299.70364,I,0.000931,0.000008,16.129577,0.009330
2454299.79383,I,0.000980,0.000009,16.073886,0.009971
2454300.50969,I,0.001093,0.000009,15.955401,0.008940
2454300.63342,I,0.000989,0.000007,16.063961,0.007685
2454300.72985,I,0.000941,0.000008,16.117977,0.009230
2454301.50405,I,0.001212,0.000009,15.843195,0.008062
2454301.59634,I,0.001265,0.000008,15.796725,0.006866
2454301.69296,I,0.001267,0.000008,15.795010,0.006855
2454301.79154,I,0.001208,0.000008,15.846784,0.007190
2454302.57984,I,0.000906,0.000008,16.159131,0.009587
2454302.67171,I,0.000955,0.000009,16.101943,0.010232
2454303.65269,I,0.000920,0.000009,16.142482,0.010621
2454304.53781,I,0.001232,0.000010,15.825425,0.008813
2454304.64722,I,0.001163,0.000010,15.888002,0.009336
2454306.52611,I,0.000918,0.000010,16.144845,0.011827
2454306.66261,I,0.000858,0.000009,16.218233,0.011389
2454307.76314,I,0.000959,0.000008,16.097405,0.009057
2454311.73863,I,0.001092,0.000011,15.956395,0.010937
2454312.50842,I,0.000811,0.000010,16.279399,0.013388
2454312.70362,I,0.000936,0.000008,16.123762,0.009280
2454312.80118,I,0.001034,0.000010,16.015650,0.010500
2454315.54257,I,0.000931,0.000009,16.129577,0.010496
2454316.57143,I,0.000862,0.000007,16.213183,0.008817
2454317.49382,I,0.001061,0.000008,15.987663,0.008187
2454319.50289,I,0.000855,0.000009,16.222036,0.011429
